"fico","dt_first_pi","flag_fthb","dt_matr","cd_msa","mi_pct","cnt_units","occpy_sts","cltv","dti","orig_upb","ltv","int_rt","channel","ppmt_pnlty","prod_type","st","prop_type","zipcode","id_loan","loan_purpose","orig_loan_term","cnt_borr","seller_name","servicer_name","flag_sc","prepaid","default"
796,201801,"9",204712,"20260",0,1,"P",60,39,175000,60,4,"C","N","FRM","MN","SF","55700","F117Q4236801","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
691,201801,"N",204712,"41620",30,1,"P",95,50,382000,95,4.75,"C","N","FRM","UT","SF","84100","F117Q4237095","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
758,201801,"9",204712,"35084",0,4,"I",70,19,189000,70,5.125,"C","N","FRM","NJ","SF","07100","F117Q4237280","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
744,201712,"N",204711,"14454",30,1,"P",95,43,461000,95,4.25,"C","N","FRM","MA","SF","02100","F117Q4237348","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","Y",1,0
694,201802,"N",204801,"36740",0,1,"P",75,50,341000,75,4.5,"B","N","FRM","FL","PU","32700","F117Q4238085","P",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",0,1
678,201802,"9",204801,"",0,1,"P",54,26,77000,54,4.75,"C","N","FRM","VA","SF","22400","F117Q4238909","C",360,1,"Other sellers","Other servicers","",1,0
725,201801,"N",204712,"36420",0,1,"P",90,38,424000,59,4.125,"C","N","FRM","OK","SF","73100","F117Q4239022","P",360,1,"Other sellers","Other servicers","",0,1
695,201802,"N",204801,"26420",12,1,"P",85,26,200000,85,4,"C","N","FRM","TX","PU","77300","F117Q4239074","P",360,2,"FINANCEOFAMERICAMTGE","Other servicers","",1,0
757,201802,"Y",204801,"39340",30,1,"P",95,39,114000,95,4.25,"C","N","FRM","UT","CO","84600","F117Q4239186","P",360,1,"Other sellers","Other servicers","",1,0
800,201802,"N",204801,"34980",0,1,"P",80,47,348000,80,4.25,"R","N","FRM","TN","PU","37100","F117Q4239639","P",360,2,"Other sellers","Other servicers","",1,0
795,201802,"N",204801,"41180",0,1,"P",80,21,80000,80,4.25,"R","N","FRM","MO","SF","63000","F117Q4239740","P",360,1,"Other sellers","Other servicers","",1,0
739,201802,"N",204801,"45104",0,1,"P",69,30,316000,69,4.25,"R","N","FRM","WA","PU","98300","F117Q4239806","P",360,1,"Other sellers","Other servicers","",1,0
776,201802,"Y",204801,"38300",25,1,"P",90,44,293000,90,4.375,"R","N","FRM","PA","PU","15000","F117Q4240444","P",360,2,"Other sellers","MATRIXFINANCIALSERVI","",1,0
810,201801,"9",204712,"12540",0,1,"I",80,44,165000,80,5,"R","N","FRM","CA","SF","93300","F117Q4241888","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
680,201801,"9",204712,"40900",0,1,"P",70,44,241000,70,4.25,"C","N","FRM","CA","SF","95600","F117Q4242375","N",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
811,201801,"N",204712,"33124",0,1,"P",80,29,214000,80,4,"C","N","FRM","FL","CO","33100","F117Q4242730","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
787,201802,"9",204801,"26420",0,1,"P",80,43,234000,80,4.125,"R","N","FRM","TX","PU","77400","F117Q4243034","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
776,201712,"N",204711,"11244",0,1,"P",74,49,636000,74,3.875,"C","N","FRM","CA","SF","92600","F117Q4243122","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","Y",1,0
746,201801,"9",204712,"40900",0,1,"P",80,30,365000,80,3.99,"C","N","FRM","CA","SF","95600","F117Q4243580","N",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
686,201801,"9",204712,"10580",0,1,"P",69,28,120000,69,4.375,"C","N","FRM","NY","SF","12200","F117Q4246772","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
755,201801,"9",204712,"22020",0,1,"P",64,34,167000,64,4,"C","N","FRM","ND","PU","58000","F117Q4247056","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
816,201802,"N",204801,"12060",30,1,"P",95,35,342000,95,4.375,"C","N","FRM","GA","PU","30000","F117Q4247956","P",360,2,"Other sellers","Other servicers","",1,0
718,201801,"N",204712,"38060",25,1,"P",89,44,424000,89,4.625,"C","N","FRM","AZ","PU","85200","F117Q4248886","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
771,201801,"9",204712,"31084",0,1,"I",57,30,210000,57,4.5,"C","N","FRM","CA","CO","90000","F117Q4249225","C",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
697,201801,"9",204712,"",0,1,"P",67,49,225000,67,4.5,"C","N","FRM","TX","SF","75100","F117Q4249723","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
676,201801,"9",204712,"40140",0,1,"P",61,45,218000,61,5.125,"C","N","FRM","CA","PU","92500","F117Q4249898","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
668,201802,"N",204801,"40060",30,1,"P",93,45,390000,93,5.125,"R","N","FRM","VA","SF","23000","F117Q4249938","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
729,201802,"9",204801,"34980",0,1,"P",75,41,208000,75,5,"R","N","FRM","TN","PU","37000","F117Q4250236","C",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
767,201802,"N",204801,"45300",0,1,"P",80,31,407000,80,4.25,"R","N","FRM","FL","PU","33500","F117Q4250347","P",360,2,"Other sellers","Other servicers","",1,0
796,201802,"9",203301,"19740",0,1,"P",33,24,158000,33,3.875,"R","N","FRM","CO","SF","80200","F117Q4250525","C",180,2,"Other sellers","Other servicers","",1,0
781,201801,"9",203712,"36420",0,1,"I",80,36,60000,80,5,"R","N","FRM","OK","CO","73100","F117Q4251695","P",240,2,"Other sellers","Other servicers","",1,0
690,201802,"9",204801,"17460",0,1,"I",75,33,135000,75,5,"B","N","FRM","OH","SF","44200","F117Q4251718","P",360,1,"Other sellers","Other servicers","",1,0
679,201802,"9",202801,"27620",0,1,"P",65,40,80000,24,3.875,"R","N","FRM","MO","SF","65200","F117Q4252009","C",120,2,"Other sellers","Other servicers","",1,0
807,201802,"N",204801,"11540",30,1,"P",95,18,128000,95,4.05,"R","N","FRM","WI","SF","54100","F117Q4252149","P",360,2,"Other sellers","Other servicers","",1,0
749,201802,"9",204801,"31084",0,1,"P",53,43,360000,53,4.25,"R","N","FRM","CA","SF","90300","F117Q4252480","C",360,1,"Other sellers","Other servicers","",1,0
713,201802,"9",204801,"29820",0,1,"I",69,33,147000,69,4.875,"R","N","FRM","NV","SF","89000","F117Q4252573","C",360,2,"Other sellers","Other servicers","",1,0
723,201801,"Y",204712,"33124",30,1,"P",95,41,247000,95,4.625,"C","N","FRM","FL","PU","33000","F117Q4252795","P",360,1,"SUNTRUSTMORTGAGE,INC","SUNTRUSTBANK","",1,0
630,201802,"9",203301,"42644",0,1,"P",21,26,220000,21,4.125,"R","N","FRM","WA","SF","98100","F117Q4253081","C",180,1,"Other sellers","Other servicers","",1,0
793,201802,"9",204801,"41100",0,1,"I",44,44,185000,44,4.375,"R","N","FRM","UT","SF","84700","F117Q4253238","N",360,1,"Other sellers","Other servicers","",1,0
728,201802,"9",204801,"16974",0,1,"I",80,25,280000,80,5.25,"C","N","FRM","IL","SF","60000","F117Q4253287","P",360,1,"SUNTRUSTMORTGAGE,INC","SUNTRUSTBANK","",1,0
745,201802,"9",204801,"41620",0,1,"P",90,43,415000,66,4.625,"R","N","FRM","UT","SF","84100","F117Q4253792","N",360,1,"GUILDMTGECO","GUILDMTGECO","",1,0
740,201802,"9",204801,"22744",0,1,"P",58,34,133000,58,4.625,"R","N","FRM","FL","PU","33400","F117Q4254802","C",360,1,"NATIONSTARMTGELLCDBA","NATIONSTARMTGELLCDBA","",1,0
806,201801,"9",204712,"40900",0,1,"P",60,40,291000,60,3.99,"R","N","FRM","CA","SF","95600","F117Q4255105","N",360,2,"NATIONSTARMTGELLCDBA","NATIONSTARMTGELLCDBA","",1,0
793,201802,"9",204801,"40900",0,1,"P",75,22,380000,75,4.375,"R","N","FRM","CA","SF","95600","F117Q4255171","C",360,2,"NATIONSTARMTGELLCDBA","NATIONSTARMTGELLCDBA","",1,0
734,201802,"N",204801,"",12,1,"P",84,28,234000,84,4.05,"R","N","FRM","WI","SF","54200","F117Q4255983","P",360,1,"Other sellers","Other servicers","",1,0
802,201801,"N",204712,"43620",30,1,"P",95,40,178000,95,3.875,"C","N","FRM","SD","SF","57100","F117Q4256648","P",360,1,"FRANKLINAMERICANMTGE","CITIZENSBANK,NATL","",1,0
777,201802,"9",204801,"19660",0,1,"P",57,32,110000,57,4.074,"R","N","FRM","FL","SF","32700","F117Q4256995","C",360,2,"FLAGSTARBANK,FSB","MATRIXFINANCIALSERVI","",1,0
730,201802,"9",202801,"26900",0,1,"I",33,39,67000,33,4.125,"R","N","FRM","IN","SF","46200","F117Q4258540","C",120,1,"Other sellers","Other servicers","",1,0
760,201801,"9",204712,"10580",0,1,"P",67,32,277000,67,4.75,"R","N","FRM","NY","SF","12800","F117Q4258682","N",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
647,201802,"9",204801,"43900",0,1,"P",74,34,129000,74,4.99,"R","N","FRM","SC","SF","29300","F117Q4258962","C",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
774,201801,"9",203212,"31140",0,1,"P",69,43,63000,69,3.75,"R","N","FRM","KY","SF","40200","F117Q4261463","C",180,1,"Other sellers","PNCBANK,NATL","",1,0
729,201801,"9",204712,"39820",0,1,"P",60,32,90000,60,4.625,"C","N","FRM","CA","SF","96000","F117Q4261542","C",360,1,"SUNTRUSTMORTGAGE,INC","SUNTRUSTBANK","",1,0
800,201801,"N",203212,"23060",0,1,"P",19,18,50000,19,3.375,"R","N","FRM","IN","PU","46800","F117Q4261950","P",180,2,"FIFTHTHIRDMTGECO","Other servicers","",1,0
784,201802,"9",204801,"36084",0,1,"P",36,22,411000,36,4.5,"B","N","FRM","CA","SF","94500","F117Q4262556","N",360,2,"STEARNSLENDING,LLC","Other servicers","",1,0
703,201802,"9",204801,"46700",0,3,"I",70,44,350000,70,4.875,"B","N","FRM","CA","SF","94500","F117Q4263234","C",360,1,"STEARNSLENDING,LLC","Other servicers","",1,0
800,201802,"9",204801,"16974",0,1,"I",75,47,424000,75,5,"B","N","FRM","IL","PU","60000","F117Q4263267","P",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
772,201802,"N",204801,"31180",30,1,"P",95,33,152000,95,4,"C","N","FRM","TX","SF","79400","F117Q4263585","P",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
741,201802,"9",204801,"29820",0,1,"P",75,46,175000,75,4.5,"B","N","FRM","NV","SF","89100","F117Q4263758","C",360,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
797,201802,"N",204801,"20500",0,1,"P",80,32,358000,80,4.125,"R","","FRM","NC","PU","27700","F117Q4264892","P",360,2,"Other sellers","Other servicers","",1,0
654,201802,"9",204801,"",0,1,"P",27,36,54000,27,4.25,"R","N","FRM","MO","SF","65000","F117Q4265109","C",360,2,"Other sellers","Other servicers","",1,0
810,201801,"N",203212,"26900",0,1,"P",19,23,45000,19,3.75,"R","N","FRM","IN","PU","46100","F117Q4265510","P",180,2,"Other sellers","Other servicers","",1,0
804,201802,"N",202801,"49620",0,1,"P",61,37,200000,61,3.625,"R","N","FRM","PA","SF","17400","F117Q4265591","P",120,1,"Other sellers","NATIONSTARMTGELLCDBA","",1,0
743,201803,"9",203802,"35614",0,1,"P",80,30,340000,80,3.75,"B","N","FRM","NJ","SF","08800","F117Q4265637","N",240,1,"UNITEDSHOREFINANCIAL","Other servicers","",1,0
809,201802,"9",203301,"14260",0,1,"P",53,40,130000,53,3.875,"R","N","FRM","ID","PU","83700","F117Q4266821","C",180,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
688,201802,"9",203301,"10420",0,1,"P",77,38,82000,77,3.75,"R","N","FRM","OH","SF","44200","F117Q4267574","C",180,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
799,201802,"N",204801,"28420",0,1,"P",80,35,246000,80,4,"B","N","FRM","WA","PU","99300","F117Q4268163","P",360,2,"PROVIDENTFUNDINGASSO","PROVIDENTFUNDINGASSO","",1,0
734,201802,"N",204801,"34980",0,1,"P",80,48,280000,80,3.875,"C","N","FRM","TN","PU","37000","F117Q4268401","P",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
690,201802,"9",204801,"45104",0,1,"I",70,36,231000,70,5.25,"C","N","FRM","WA","SF","98300","F117Q4268550","C",360,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
752,201802,"9",203301,"46060",0,1,"P",80,48,90000,80,3.875,"R","N","FRM","AZ","SF","85700","F117Q4269161","C",180,1,"LOANDEPOTCOM,LLC","Other servicers","",1,0
806,201802,"9",204801,"31140",0,1,"P",32,12,75000,32,4.375,"R","N","FRM","KY","SF","40200","F117Q4270121","N",360,1,"Other sellers","Other servicers","",1,0
710,201802,"9",204801,"47260",0,1,"P",64,36,214000,64,4,"C","N","FRM","VA","SF","23500","F117Q4270188","N",360,1,"Other sellers","PINGORALOANSERVICING","",1,0
689,201802,"9",203301,"40140",0,1,"I",80,47,77000,80,4.5,"R","N","FRM","CA","SF","92500","F117Q4270775","P",180,1,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
662,201802,"9",204801,"42644",0,1,"P",80,38,424000,80,4.625,"R","N","FRM","WA","PU","98200","F117Q4270912","N",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
795,201803,"9",204802,"20740",0,1,"P",57,19,113000,57,4,"R","N","FRM","WI","SF","54700","F117Q4271236","N",360,1,"Other sellers","Other servicers","",1,0
773,201712,"9",202711,"",0,1,"P",43,34,122000,43,3.125,"B","N","FRM","NC","SF","28700","F117Q4272277","C",120,1,"PROVIDENTFUNDINGASSO","PROVIDENTFUNDINGASSO","",1,0
724,201802,"9",204801,"42644",0,1,"P",78,50,294000,78,4.125,"R","N","FRM","WA","PU","98200","F117Q4272417","C",360,2,"Other sellers","PINGORALOANSERVICING","",1,0
690,201802,"9",204801,"12220",0,1,"I",80,48,151000,80,5.25,"R","N","FRM","AL","CO","36800","F117Q4272565","P",360,2,"Other sellers","Other servicers","",1,0
735,201802,"9",204801,"",30,1,"P",95,38,209000,95,4.125,"R","N","FRM","MI","SF","49200","F117Q4272850","N",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
731,201802,"9",204801,"47894",0,1,"P",80,38,228000,80,4.99,"R","N","FRM","VA","SF","22600","F117Q4272976","C",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
774,201802,"N",204801,"40140",30,1,"P",94,38,424000,94,4.25,"R","N","FRM","CA","PU","92500","F117Q4274580","P",360,1,"LOANDEPOTCOM,LLC","MATRIXFINANCIALSERVI","",1,0
777,201801,"9",204712,"28420",0,1,"P",67,41,233000,67,4,"R","N","FRM","WA","SF","99300","F117Q4275868","N",360,1,"Other sellers","Other servicers","",1,0
628,201802,"Y",203801,"41700",0,1,"P",80,38,283000,80,4.5,"R","N","FRM","TX","PU","78100","F117Q4276294","P",240,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
790,201802,"N",203301,"26420",0,1,"P",80,24,386000,80,3.625,"R","","FRM","TX","PU","77400","F117Q4276481","P",180,2,"Other sellers","Other servicers","",1,0
765,201801,"N",204712,"33460",30,1,"P",95,31,204000,95,3.875,"R","N","FRM","MN","PU","55000","F117Q4277596","P",360,2,"Other sellers","Other servicers","",1,0
628,201802,"9",204801,"34980",0,1,"P",70,48,169000,70,5.125,"B","N","FRM","TN","PU","37100","F117Q4278260","C",360,1,"FRANKLINAMERICANMTGE","CITIZENSBANK,NATL","",1,0
635,201802,"9",204801,"45104",0,1,"P",80,40,276000,80,5.5,"C","N","FRM","WA","SF","98300","F117Q4278422","C",360,1,"FRANKLINAMERICANMTGE","CITIZENSBANK,NATL","",1,0
707,201712,"9",204711,"",0,1,"I",75,20,52000,75,4.75,"C","N","FRM","NM","SF","88300","F117Q4279460","P",360,2,"Other sellers","Other servicers","",1,0
780,201801,"9",204712,"23580",0,1,"I",66,31,166000,66,4.94,"R","N","FRM","GA","PU","30500","F117Q4279708","C",360,2,"Other sellers","NEWRESIDENTIALMTGELL","",1,0
697,201802,"9",204801,"",0,1,"P",60,41,191000,60,4.25,"C","N","FRM","CO","SF","81200","F117Q4280265","C",360,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
718,201802,"9",204801,"31084",0,1,"P",80,39,328000,80,4.125,"R","N","FRM","CA","CO","91300","F117Q4280824","N",360,1,"Other sellers","Other servicers","",1,0
741,201802,"9",203801,"36740",0,1,"P",64,45,177000,64,3.875,"R","N","FRM","FL","PU","34700","F117Q4280827","C",240,1,"Other sellers","Other servicers","",1,0
789,201802,"9",204801,"38860",0,1,"I",80,50,186000,80,4.99,"R","N","FRM","ME","SF","04100","F117Q4281516","P",360,1,"Other sellers","Other servicers","",1,0
780,201802,"9",204801,"36084",0,1,"I",75,34,306000,75,4.5,"B","N","FRM","CA","SF","94800","F117Q4281626","P",360,1,"LOANDEPOTCOM,LLC","MATRIXFINANCIALSERVI","",1,0
805,201802,"N",203301,"19740",0,1,"P",80,42,246000,80,3.75,"C","N","FRM","CO","CO","80000","F117Q4281859","P",180,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
717,201802,"9",204801,"12540",0,1,"P",80,43,300000,80,4.875,"R","N","FRM","CA","SF","93500","F117Q4281935","C",360,2,"GUILDMTGECO","GUILDMTGECO","",1,0
797,201802,"Y",204801,"33460",0,1,"P",80,36,424000,61,4.125,"R","N","FRM","MN","PU","55300","F117Q4282173","P",360,1,"FINANCEOFAMERICAMTGE","MATRIXFINANCIALSERVI","",1,0
781,201802,"N",204801,"22380",0,1,"P",90,31,350000,69,4.375,"R","N","FRM","AZ","PU","86000","F117Q4282572","P",360,1,"Other sellers","PINGORALOANSERVICING","",1,0
693,201802,"9",204801,"35614",0,1,"P",71,44,336000,71,4.75,"R","N","FRM","NJ","SF","07000","F117Q4282929","C",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
729,201801,"N",204712,"26420",0,1,"P",68,25,163000,68,4,"C","N","FRM","TX","PU","77000","F117Q4283324","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
741,201802,"9",204801,"16580",0,1,"P",43,19,160000,43,3.875,"C","N","FRM","IL","PU","61800","F117Q4283357","C",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
717,201802,"N",204801,"36740",0,1,"P",73,42,280000,73,4.25,"C","N","FRM","FL","PU","34700","F117Q4283664","P",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
755,201802,"N",204801,"36100",30,1,"P",95,28,264000,95,4.125,"C","N","FRM","FL","PU","34400","F117Q4283850","P",360,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
805,201802,"9",204801,"24340",0,1,"S",76,15,200000,76,3.75,"R","N","FRM","MI","SF","49400","F117Q4284374","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
782,201802,"N",204801,"47664",0,1,"P",62,27,200000,62,3.875,"R","N","FRM","MI","SF","48100","F117Q4284657","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
781,201802,"N",204801,"36500",30,1,"P",95,42,343000,95,4,"R","N","FRM","WA","PU","98500","F117Q4286670","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
760,201802,"9",204801,"14454",0,1,"S",72,28,499000,72,4,"C","N","FRM","MA","CO","02100","F117Q4286686","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","Y",1,0
688,201801,"9",204712,"39340",0,1,"P",68,43,159000,68,3.75,"C","N","FRM","UT","SF","84000","F117Q4287203","N",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
788,201802,"9",203801,"17140",0,1,"P",69,28,192000,69,4,"R","N","FRM","OH","PU","45000","F117Q4287343","N",240,2,"FIFTHTHIRDMTGECO","FIFTHTHIRDBANK","",1,0
781,201802,"N",204801,"36084",0,1,"P",55,50,424000,55,4.125,"C","N","FRM","CA","CO","94500","F117Q4287975","P",360,2,"Other sellers","Other servicers","",1,0
758,201802,"N",204801,"",30,1,"P",95,23,89000,95,3.99,"R","N","FRM","OH","SF","45600","F117Q4288055","P",360,2,"FIFTHTHIRDMTGECO","Other servicers","",1,0
797,201802,"N",204801,"17140",0,1,"P",78,39,300000,78,4.25,"R","N","FRM","OH","PU","45000","F117Q4288248","P",360,2,"FIFTHTHIRDMTGECO","Other servicers","",1,0
750,201802,"9",204801,"16740",0,1,"P",71,44,129000,71,4.125,"R","N","FRM","SC","PU","29700","F117Q4288276","C",360,1,"Other sellers","Other servicers","",1,0
750,201712,"N",204711,"18140",0,1,"P",80,41,152000,80,4.125,"R","N","FRM","OH","CO","43000","F117Q4288316","P",360,2,"Other sellers","Other servicers","",1,0
751,201802,"9",204801,"24340",0,1,"P",80,47,160000,80,4.25,"R","N","FRM","MI","SF","49400","F117Q4288464","C",360,1,"Other sellers","Other servicers","",1,0
712,201802,"9",203301,"38300",0,1,"P",50,23,74000,50,4.25,"R","N","FRM","PA","SF","15200","F117Q4288793","C",180,1,"Other sellers","Other servicers","",1,0
754,201802,"9",204301,"14540",0,1,"P",80,43,255000,80,4.375,"C","N","FRM","KY","PU","42100","F117Q4289108","C",300,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
796,201802,"9",204801,"12580",0,1,"I",80,37,122000,80,5.125,"C","N","FRM","MD","SF","21200","F117Q4289624","P",360,1,"FRANKLINAMERICANMTGE","CITIZENSBANK,NATL","",1,0
629,201801,"N",204712,"",0,1,"P",63,31,625000,63,4.625,"C","N","FRM","WY","PU","83000","F117Q4289675","P",360,1,"FRANKLINAMERICANMTGE","CITIZENSBANK,NATL","Y",1,0
768,201802,"9",203301,"40140",0,1,"P",75,25,424000,75,3.875,"C","N","FRM","CA","SF","92800","F117Q4290593","C",180,2,"PROVIDENTFUNDINGASSO","PROVIDENTFUNDINGASSO","",1,0
789,201802,"N",204801,"19660",0,1,"P",80,20,156000,80,4,"R","N","FRM","FL","PU","32100","F117Q4291325","P",360,2,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
728,201802,"N",204801,"",0,1,"P",80,42,124000,80,4,"R","N","FRM","NC","SF","27000","F117Q4291610","P",360,1,"BRANCHBANKING&TRUSTC","BRANCHBANKINGANDTRUS","",1,0
632,201802,"9",204801,"12420",0,1,"P",62,48,170000,62,4.75,"C","N","FRM","TX","SF","78700","F117Q4292187","C",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
670,201802,"N",204801,"16974",25,1,"P",90,44,423000,90,4.75,"C","N","FRM","IL","SF","60600","F117Q4293158","P",360,1,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",0,1
741,201802,"9",202801,"17140",0,1,"P",73,44,180000,73,3.375,"R","N","FRM","OH","PU","45400","F117Q4293367","N",120,1,"Other sellers","Other servicers","",1,0
787,201803,"9",203302,"39300",0,1,"P",66,31,125000,66,3.25,"R","N","FRM","RI","SF","02800","F117Q4293380","C",180,1,"Other sellers","Other servicers","",1,0
772,201801,"9",204712,"45940",0,1,"P",69,50,208000,69,4,"R","N","FRM","NJ","SF","08600","F117Q4293419","N",360,1,"Other sellers","PNCBANK,NATL","",1,0
773,201802,"9",204801,"39340",0,1,"P",67,49,315000,67,4.375,"R","N","FRM","UT","SF","84000","F117Q4293496","C",360,2,"Other sellers","MATRIXFINANCIALSERVI","",1,0
808,201801,"N",203712,"43524",0,1,"P",42,39,150000,42,3.75,"R","N","FRM","MD","SF","20800","F117Q4294180","P",240,2,"CALIBERHOMELOANS,INC","CALIBERHOMELOANS,INC","",1,0
662,201802,"9",203801,"19124",0,1,"P",80,37,180000,80,5.25,"C","N","FRM","TX","PU","75000","F117Q4294353","C",240,2,"AMERIHOMEMTGECOMPANY","AMERIHOMEMTGECOMPANY","",1,0
700,201802,"N",204801,"16540",30,1,"P",95,49,190000,95,4.25,"C","N","FRM","PA","SF","17200","F117Q4296510","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
674,201801,"9",204712,"14260",0,1,"P",80,40,196000,80,5.5,"R","N","FRM","ID","PU","83600","F117Q4297947","C",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
656,201712,"9",203711,"12420",0,1,"P",80,42,163000,80,5.125,"R","N","FRM","TX","PU","78600","F117Q4298300","C",240,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
768,201802,"9",204801,"35660",0,1,"S",80,22,160000,80,3.875,"R","N","FRM","MI","CO","49100","F117Q4298474","P",360,2,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
625,201801,"N",204712,"",30,1,"P",95,50,123000,95,4.5,"C","N","FRM","TX","SF","75700","F117Q4299517","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
743,201802,"N",204801,"41700",0,1,"P",80,36,130000,80,4.375,"C","N","FRM","TX","SF","78100","F117Q4299527","P",360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
752,201801,"N",204712,"33460",30,1,"P",95,33,218000,95,3.875,"C","N","FRM","MN","PU","55100","F117Q4300345","P",360,1,"JPMORGANCHASEBANK,NA","JPMORGANCHASEBANK,NA","",1,0
809,201802,"9",203301,"25620",0,1,"P",72,49,135000,72,3.375,"R","N","FRM","MS","SF","39400","F117Q4300759","C",180,1,"USAAFEDSAVINGSBANK","USAAFEDSAVINGSBANK","",1,0
785,201802,"9",204801,"42644",0,1,"P",71,47,297000,71,4.125,"C","N","FRM","WA","PU","98000","F117Q4301061","N",360,1,"USBANKNA","USBANKNA","",1,0
756,201802,"9",202801,"",0,1,"P",80,39,48000,80,3.75,"C","N","FRM","KS","SF","66000","F117Q4301515","C",120,1,"BRANCHBANKING&TRUSTC","Other servicers","",1,0
785,201802,"9",204801,"17900",0,1,"I",75,23,109000,75,4.75,"C","N","FRM","SC","SF","29000","F117Q4302643","P",360,1,"USBANKNA","USBANKNA","",1,0
695,201802,"9",204801,"19804",0,1,"I",80,37,120000,80,5.375,"C","N","FRM","MI","SF","48200","F117Q4303612","P",360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA","",1,0
643,201802,"Y",204801,"",0,1,"P",66,42,56000,66,4.75,"R","N","FRM","OH","SF","45300","F117Q4304452","P",360,1,"QUICKENLOANINC","QUICKENLOANINC","",1,0
787,201802,"9",204801,"10420",0,1,"S",80,47,146000,80,4.99,"R","N","FRM","OH","SF","44200","F117Q4304511","P",360,2,"QUICKENLOANINC","QUICKENLOANINC","",1,0
